word,ipa
air bah,/ˌa.ir ˈbah/
air bah,[ˌa.ɪr ˈbah]
air botol,/ˌair ˈbotol/
air botol,[ˌa.ɪr ˈbo.t̪ɔl]
air gedang,/ˌair ɡəˈdaŋ/
air gedang,[ˌa.ɪr ɡəˈdaŋ]
air ketuban,/ˌair kəˈtuban/
air ketuban,[ˌa.ɪr kəˈt̪u.ban]
air ketuban depan,/ˌa.ir kəˌtu.ban dəˈpan/
air ketuban depan,[ˌa.ɪr kəˌt̪u.ban dəˈpan]
air limbah,/ˌair ˈlimbah/
air limbah,[ˌa.ɪr ˈlim.bah]
air liur,/ˌair ˈliur/
air liur,[ˌa.ɪr ˈli.ʊr]
air ludah,[ˈaʔɪr ˈlud̪ah]
air mata,/ˌair ˈmata/
air mata,[ˌa.ɪr ˈma.t̪a]
air mineral,/ˌair ˈminəral/
air mineral,[ˌa.ɪr ˈmi.nə.ral]
air minum,[ˈaʔɪr ˈminʊm]
air putih,[ˈaʔɪr ˈputɪh]
air seni,/ˌair səˈni/
air seni,[ˌa.ɪr səˈni]
air suci,/ˌa.ir ˈsu.t͡ʃi/
air suci,[ˌa.ɪr ˈsu.t͡ʃi]
air tanah,[ˈaʔir ˈtanah]
airawata,[ai̯.raˈwa.ta]
ais,/ˈaʔɪs/
aja,/ˈad͡ʒa/
aja,[ˈa.d͡ʒa]
ajaib,[ˈad͡ʒaʲɪp]
ajak,/ˈad͡ʒaʔ/
ajak,[ˈa.d͡ʒaʔ]
ajakan,/aˈd͡ʒakan/
ajakan,[aˈd͡ʒa.kan]
ajal,/ˈad͡ʒal/
ajang,/ˈad͡ʒaŋ/
ajang,[ˈa.d͡ʒaŋ]
ajang balap,/ˌad͡ʒaŋ ˈbalap/
ajang balap,[ˌa.d͡ʒaŋ ˈba.lap̚]
ajang kecantikan,/ˌad͡ʒaŋ kət͡ʃanˈtikan/
ajang kecantikan,[ˌa.d͡ʒaŋ kə.t͡ʃan̪ˈt̪i.kan]
ajang pamer,/ˌad͡ʒaŋ ˈpamer/
ajang pamer,[ˌa.d͡ʒaŋ ˈpa.mɛr]
ajang pencarian bakat,/ˌad͡ʒaŋ pənt͡ʃaˌrian ˈbakat/
ajang pencarian bakat,[ˌa.d͡ʒaŋ pəɲ.t͡ʃaˌri.an ˈba.kat̪̚]
ajar,/ˈad͡ʒar/
ajar,[ˈa.d͡ʒar]
ajara,/ˈad͡ʒara/
ajaran,/ad͡ʒaran/
ajek,[ˈad͡ʒəʔ]
ajektif,/aˈd͡ʒektif/
ajektif,[aˈd͡ʒek̚.t̪ɪf]
ajektiva,/ad͡ʒekˈtiva/
ajektiva,[a.d͡ʒek̚ˈt̪i.fa]
ajeran,/ˈad͡ʒəran/
ajeran,[ˈa.d͡ʒə.ran]
aji,/ˈad͡ʒi/
ajib,/ˈad͡ʒɪp̚/
ajigineng,[ad͡ʒiˈɡinəŋ]
ajir,/ˈad͡ʒir/
ajir,[ˈa.d͡ʒɪr]
ajiyanto,/ad͡ʒiˈjanto/
ajiyanto,[a.d͡ʒiˈjan̪.t̪o]
ajo,/ˈad͡ʒo/
aju-aju,/ˈad͡ʒu ˈad͡ʒu/
ajudan,[ˈad͡ʒud̪an]
ajudifikasi,/ad͡ʒudifiˈkasi/
ajudifikasi,[a.d͡ʒu.di.fiˈka.si]
ajun,[ˈad͡ʒʊn]
ak,/a.ka/
akad,[ˈakat̚]
akademi,/aka.de.mi/
akademik,[akaˈdemɪk̚]
akademikus,[akadeˈmikʊs]
akademis,[akaˈdemɪs]
akademisi,[akadeˈmisi]
akal,/ˈa.kal/
akal pikiran,/a.kal piˈki.ran/
akal sehat,/a.kal ˈse.hat̚/
akal-akal,/a.kalˈ(ʔ)a.kal/
akal-akalan,/a.kal.(ʔ)aˈka.lan/
akali,/aˈkali/
akali,[aˈka.li]
akalkulia,/akalkuˈlia/
akalkulia,[a.kal.kuˈli.a]
akan,/ˈakan/
akan,[ˈa.kan]
akan segera,/ˌa.kan sə.ɡəˈra/
akan segera,[ˌa.kan sə.ɡəˈra]
akanan,/aˈkanan/
akanan,[aˈka.nan]
akang,/akaŋ/
akantosis,/akanˈtosis/
akantosis,[a.kan̪ˈt̪o.sɪs]
akantosit,/akanˈtosit/
akantosit,[a.kan̪ˈt̪o.sɪt̪̚]
akantositosis,/akantosiˈtosis/
akantositosis,[a.kan̪.t̪o.siˈt̪o.sɪs]
akapnia,/akapˈnia/
akapnia,[a.kap̚ˈni.a]
akar,/ˈakar/
akar,[ˈa.kar]
akar kelimpar,/ˌakar kəˈlimpar/
akar kelimpar,[ˌa.kar kəˈlim.par]
akar kuku,/ˈakar ˈkuku/
akar kuning,/ˌakar ˈkuniŋ/
akar kuning,[ˌa.kar ˈku.nɪŋ]
akar sepulih,/ˌakar səˈpulih/
akar sepulih,[ˌa.kar səˈpu.lɪh]
akar umbi,[ˈakar ˈʊmbi]
akar wangi,/ˌakar ˈwaŋi/
akar wangi,[ˌa.kar ˈwa.ŋi]
akas,/ˈa.kas/
akasa,/aˈkasa/
akasa,[aˈka.sa]
akasia,[ˈakasia̯]
akatisia,/akatiˈsia/
akatisia,[a.ka.t̪iˈsi.a]
akatopi,/akaˈtopi/
akb,/a.ˈka.be/
akbar,/ˈak.bar/
akbar,/ˈakbar/
akbar,[ˈak̚.bar]
akbk,/a.kaˈbe.ka/
akbk,[a.kaˈbe.ka]
akbp,[akaˈbepe]
akcaya,[akˈsa.ja]
akcaya,[akˈtʃaja]
akdr,/a.kaˈde.ɛr/
akdr,[a.kaˈde.ɛr]
akelit,/ˈakɛlɪt̚/
akeo,/akeo/
akeswari,/a.kɛsˈwa.ri/
akeswari,[a.kɛsˈwa.ri]
akeul,/ˈa.kɘl/
akfar,/ˈakfar/
akfar,[ˈak̚.far]
akg,/a.ˈka.ɡe/
akhbar,[ˈaxbar]
akhir,/ˈahir/
akhir,/ˈakhir/
akhir,/ˈakir/
akhir,/ˈaxir/
akhir,[ˈa.hɪr]
akhir,[ˈa.kɪr]
akhir,[ˈa.xɪr]
akhir,[ˈak̚.hɪr]
akhirat,/aˈxirat/
akhirat,[aˈxi.rat̪̚]
akhirusanah,/axiruˈsanah/
akhirusanah,[a.xi.ruˈsa.nah]
akhlak,/ˈaxlak/
akhlak,[ˈax.lak̚]
aki,/ˈa.ki/
aki,/ˈaki/
aki,[ˈa.ki]
akibat,/aˈkibat/
akibat,[aˈki.bat̪̚]
akidah,/ˈakidah/
akik,/ˈakik/
akik,[ˈa.kɪk̚]
akikah,/aˈkikah/
akikah,[aˈki.kah]
akil,/a.kɪl/
akinetopsia,/akinetopˈsia/
akinetopsia,[a.ki.ne.t̪op̚ˈsi.a]
aklamasi,[aklaˈmasi]
aklasia,/aklaˈsia/
aklasia,[ak̚.laˈsi.a]
akne,[ˈak̚nə]
ako,/akeo/
akomodasi,[ako.moˈda.si]
akomodatif,[akomoˈdatɪf]
akomodir,[akoˈmodɪr]
akompanimen,/akompaˈnimən/
akompanimen,[a.kom.paˈni.mən]
akondrogenesis,/akondroɡeˈnesis/
akondrogenesis,[a.kon.dro.ɡeˈne.sɪs]
akondroplasia,/akondroplaˈsia/
akondroplasia,[a.kon.drop̚.laˈsi.a]
akor,[ˈa.kɔr]
akordeon,[akɔrˈdɛɔn]
akp,/aˈka.pe/
akp,[aˈka.pe]
akrab,/ˈakrab/
akrab,[ˈak̚.rap̚]
akrab,[ˈak̚rap̚]
akrasia,/a.kra.ˈsi.a/
akreditasi,[akrɛdiˈtasi]
akresi,/a.ˈkre.si/
akrilamida,/akrilaˈmida/
akrobat,[akˈrobat̚]
akrobatik,[akroˈbatɪk]
akrobatis,[akroˈbatɪs]
akrodinia,/akrodiˈnia/
akrodinia,[a.kro.diˈni.a]
akrolek,/a.ˈkro.lɛk/
akromegali,/akromeˈɡali/
akromegali,[a.kro.meˈɡa.li]
akrometer,/akroˈmetər/
akrometer,[a.kroˈme.t̪ər]
akromia,/akroˈmia/
akromia,[ak̚.roˈmi.a]
akromion,[ak̚roˈmi.ɔn]
akronim,[akˈronɪm]
akropaki,/akroˈpaki/
akropaki,[ak̚.roˈpa.ki]
akropolis,[ak̚.roˈpo.lɪs]
akrosianosis,/akrosiaˈnosis/
akrosianosis,[ak̚.ro.si.aˈno.sɪs]
akrosom,/akˈrosom/
akrosom,[ak̚ˈro.sɔm]
akrotisme,/akroˈtismə/
akrotisme,[ak̚.roˈt̪is.mə]
akrual,/ak.ˈru.al/
aksa,/ˈak̚sa/
aksara,/akˈsara/
aksara,[ak̚ˈsa.ra]
aksara tulang ramalan,/akˌsara ˌtulaŋ raˈmalan/
aksara tulang ramalan,[akˌsa.ra ˌt̪u.laŋ raˈma.lan]
akselerasi,/akseləˈrasi/
akselerator,/akseləˈratɔr/
akselerator,[ak̚.se.ləˈra.t̪ɔr]
akselerometer,/ak.se.lə.ro.ˈme.tər/
aksen,/ˈak.sɛn/
aksentuasi,[aksɛnˈtuasi]
aksep,[ˈaksɛp̚]
akseptasi,/ak.sɛp.ˈta.si/
akseptor,/akˈsɛptor/
akseptor,[ak̚ˈsɛp̚.t̪ɔr]
akses,/ˈaksɛs/
akses,[ˈak̚.sɛs]
aksesi,[akˈsɛsi]
aksesibel,[aksɛˈsibəl]
aksesibilitas,[aksɛsibiˈlitas]
aksesori,/akseˈsori/
aksesori,[ak̚.seˈso.ri]
aksi,[ˈak̚si]
aksidental,[aksiˈdɛntal]
aksila,/akˈsila/
aksila,[ak̚ˈsi.la]
aksilar,/akˈsilar/
aksilar,[ak̚ˈsi.lar]
aksioma,[aksiˈɔma]
aksiomatik,/ak.si.o.ˈma.tɪk/
aksis,/ˈak.sɪs/
akson,[ˈak̚sɔn]
akta,/ˈakta/
akta,[ˈak̚.t̪a]
akta kelahiran,[ˈak̚ta kəlaˈhɪran]
akta kematian,[ˈak̚ta kəmaˈtian]
akta mengajar,/ˌak.ta məˈŋa.d͡ʒar/
akta mengajar,[ˌak̚.t̪a məˈŋa.d͡ʒar]
akta tanggal,/ˌakta ˈtaŋɡal/
akta tanggal,[ˌak̚.t̪a ˈt̪aŋ.ɡal]
aktan,/ˈak̚tan/
akte,/ˈaktə/
akte,[ˈak̚.t̪ə]
aktentas,/ˈaktəntas/
aktentas,[ˈak̚.t̪ən̪.t̪as]
aktif,/ˈaktif/
aktif,[ˈak̚.t̪ɪf]
aktifitas,/ak̚tifitas/
aktin,/ˈaktin/
aktin,[ˈak̚.t̪ɪn]
akting,/ˈɛktiŋ/
akting,[ˈɛk̚.t̪ɪŋ]
aktinometer,/aktinoˈmetər/
aktinometer,[ak̚.t̪i.noˈme.t̪ər]
aktinomisetoma,/aktinomiseˈtoma/
aktinomisetoma,[ak̚.t̪i.no.mi.seˈt̪o.ma]
aktinomisin,/aktinoˈmisin/
aktinomisin,[ak̚.t̪i.noˈmi.sɪn]
aktinoterapi,/aktinotəˈrapi/
aktinoterapi,[ak̚.t̪i.no.t̪əˈra.pi]
aktiva,[akˈt̪iva]
aktivasi,/ak̚tifasi/
aktivasi,/ak̚tipasi/
aktivasi,/ak̚tivasi/
aktivator,/aktiˈvatɔr/
aktivator,[ak̚.t̪iˈfa.t̪ɔr]
aktivis,/akˈtivis/
aktivis,[ak̚ˈt̪i.fɪs]
aktivisme,/aktiˈvismə/
aktivisme,[ak̚.t̪iˈfis.mə]
aktivitas,/ak̚tifitas/
aktivitas,/ak̚tipitas/
aktivitas,/ak̚tivitas/
aktor,[ˈaktɔr]
aktris,/ˈaktrɪs/
aktual,[akˈtual]
aktuaria,/ak.tu.a.ˈri.a/
aktuaris,[aktuˈarɪs]
aktuator,/aktuˈatɔr/
aktuator,[ak̚.t̪uˈa.t̪ɔr]
aku,/ˈaku/
aku,[ˈa.ku]
akuaduk,/a.kuˈa.dʊk̚/
akuafaba,[akua̯ˈfaba]
akuakultur,[akuaˈkʊltʊr]
akuamarin,/akuaˈmarin/
akuamarin,[a.ku.aˈma.rɪn]
akuarel,/aˌkuaˈrɛl/
akuarel,[aˌku.aˈrɛl]
akuarium,/a.ku.aˈri.um/
akuarium,[a.ku.aˈri.ʊm]
akuarius,/a.kuˈa.ˈri.ʊs/
akueduk,/a.kuˈe.dʊk̚/
akuene,/akuˈene/
akuifer,[akuˈifɛr]
akuisens,/akuˈisɛns/
akuisens,[a.kuˈi.sɛns]
akuisisi,[akuiˈsisi]
akuitas,/akuˈitas/
akuitas,[a.kuˈi.t̪as]
akulturasi,[akʊltuˈrasi]
akumulasi,[akumuˈlasi]
akumulator,/a.ku.mu.ˈla.tɔr/
akun,[ˈa.kʊn]
akun berjalan,/ˈakʊn bərˈd͡ʒalan/
akuntabel,[akʊnˈtabəl]
akuntan,/aˈkuntan/
akuntan,[aˈkun̪.t̪an]
akuntansi,[akʊnˈtansi]
akupunktur,/akuˈpuŋtur/
akupunktur,[a.kuˈpuŋ.t̪ʊr]
akur,[ˈakʊr]
akurat,[ˈakurat]
akusala,/akuˈsala/
akusala,[a.kuˈsa.la]
akusatif,[akuˈsatɪf]
akustik,/aˈkustik/
akustik,[aˈkus.t̪ɪk̚]
akut,/a.kut/
akuwu,/aˈkuwu/
akuwu,[aˈku.wu]
al-qur'an,/ˌal kurˈan/
al-qur'an,[ˌal kurˈan]
ala,/ˈala/
ala,[ˈa.la]
alab,[ˈalap̚]
alaf,[ˈa.laf]
alah,/ˈalah/
alah,[ˈa.lah]
alai-belai,/ˌalai̯ bəˈlai̯/
alai-belai,[ˌa.lai̯ bəˈlai̯]
alakrima,/alakˈrima/
alakrima,[a.lak̚ˈri.ma]
alam,/ˈalam/
alam,[ˈa.lam]
alamas,[ˈala.mas]
alamat,/aˈla.mat/
alamat,[aˈla.mat̪̚]
alamati,/a.laˈma.ti/
alamatkan,/a.laˈmat̚.kan/
alamete,/alaˈmɛte/
alami,/ˈalami/
alamiah,/alaˈmiah/
alamiah,[a.laˈmi.ah]
alan-alan,/ˈʔa.lan.(ʔ)a.lan/
alang,/ˈalaŋ/
alang,[ˈa.laŋ]
alang-alang,[ˈalaŋ ˈalaŋ]
alanggaya,/alaŋˈɡaja/
alar,/ˈalar/
alar,[ˈa.lar]
alarm,/ˈalarm/
alarm,[alarə̆m]
alas,/ˈalas/
alas,[ˈa.las]
alas sentuh,/ˌalas sənˈtuh/
alas sentuh,[ˌa.las sən̪ˈt̪ʊh]
alasan,/ˈalasan/
alastrim,/aˈlastrim/
alastrim,[aˈlas.t̪rɪm]
alat,/ˈalat/
alat,[ˈa.lat̪̚]
alat angkut,/ˌalat ˈaŋkut/
alat angkut,[ˌa.lat̪̚ ˈaŋ.kʊt̪̚]
alat kelamin luar,/ˌa.lat kəˌla.min ˈlu.ar/
alat kelamin luar,[ˌa.lat̪̚ kəˌla.mɪn ˈlu.ar]
alat kesehatan,/ˌa.lat kə.seˈha.tan/
alat kesehatan,[ˌa.lat̪̚ kə.seˈha.t̪an]
alat pemadam api ringan,/ˌa.lat pəˌma.dam ˌa.pi ˈri.ŋan/
alat pemadam api ringan,[ˌa.lat̪̚ pəˌma.dam ˌa.pi ˈri.ŋan]
alat peraga kampanye,/ˌa.lat pəˌra.ɡa kamˈpa.ɲə/
alat peraga kampanye,[ˌa.lat̪̚ pəˌra.ɡa kamˈpa.ɲə]
alat terakhir,/ˈalat tər.ˈa.xɪr/
alat tulis kantor,/ˌa.lat ˌtu.lis ˈkan.tor/
alat tulis kantor,[ˌa.lat̪̚ ˌt̪u.lɪs ˈkan̪.t̪ɔr]
alat vital,[ˈalat ˈvital]
alawatae,/alaˈmɛte/
alba,/ˈalba/
alba,[ˈal.ba]
albahdir,[alˈbahdɪr]
albania,/albaˈnia/
albania,[al.baˈni.a]
albas,[ˈalbas]
albatros,/al.ˈba.trɔs/
alber,[ˈalbər]
albertus,/alˈbɛrtus/
albertus,[alˈbɛr.t̪ʊs]
albino,[alˈbino]
album,/ˈalbum/
album,[ˈal.bʊm]
albuminuria,/albuminuˈria/
albuminuria,[al.bu.mi.nuˈri.a]
aldehida,/aldeˈhida/
aldosteronisme,/aldosteronˈismə/
aldosteronisme,[al.dos.t̪e.ronˈis.mə]
alegori,[aleˈɡori]
alei,/ˈalei/
aleksander agung,/alekˌsandər ˈaɡuŋ/
aleksander agung,[a.lekˌsan.dər ˈa.ɡʊŋ]
aleksin,/aˈlɛksin/
aleksin,[aˈlɛk̚.sɪn]
alel,/ˈa.lɛl/
alem,/ˈaləm/
alem,[ˈa.ləm]
alena,[ˈalena]
alena,[ˈalɛna]
aler,/ˈalɛr/
alergen,/aˈlɛrɡɛn/
alergen,[aˈlɛr.ɡɛn]
alergi,[ˈalɛr.ɡi]
alewar,/ˈalewar/
alfa,/ˈal.fa/
alfa,/ˈal.pa/
alfa dan omega,/ˈalfa ˈdan ˈomeɡa/
alfanumerik,/alfaˈnumərik/
alfanumerik,[al.faˈnu.mə.rɪk̚]
alferes,/alˈferes/
alfuil,/alˈfuɪl/
algojo,/alˈɡod͡ʒo/
algometer,/alɡoˈmɛtər/
algometer,[al.ɡoˈmɛ.t̪ər]
algoritma,/alɡoˈritma/
algoritma,[al.ɡoˈrit̪̚.ma]
algoritme,/alɡoˈritmə/
algoritme,[al.ɡoˈrit̪̚.mə]
algoritmik,/alɡoˈrɪt̚mɪk̚/
algoritmis,/alɡoˈrɪt̚mɪs/
alhasil,/alˈhasil/
alhasil,[alˈha.sɪl]
ali,/ˈali/
ali,[ˈa.li]
ali baba,/ˌali ˈbaba/
ali baba,[ˌa.li ˈba.ba]
aliah,/aliah/
aliansi,/aliˈansi/
aliansi penerbangan,/aliˌansi pənərˈbaŋan/
aliansi penerbangan,[a.liˌan.si pə.nərˈba.ŋan]
alias,/aˈlias/
alias,[aˈli.as]
aliase,/aliˈasə/
alibi,[ˈali.bi]
alienasi,[alieˈnasi]
aligator,/aliˈɡator/
aligator,[a.liˈɡa.t̪ɔr]
alih,/ˈalih/
alih,[ˈa.lɪh]
alih aksara,/ˌalih akˈsara/
alih aksara,[ˌa.lɪh ak̚ˈsa.ra]
alih bahasa,/ˌalih baˈhasa/
alih bahasa,[ˌa.lɪh baˈha.sa]
alih daya,/ˌalih ˈdaja/
alih daya,[ˌa.lɪh ˈda.ja]
alih muatan,/ˌalih muˈatan/
alih muatan,[ˌa.lɪh muˈa.t̪an]
alih tangan kasus,/ˌalih ˌtaŋan ˈkasus/
alih tangan kasus,[ˌa.lɪh ˌt̪a.ŋan ˈka.sʊs]
alih-alih,/ˌalih ˈalih/
alih-alih,[ˌa.lɪh ˈa.lɪh]
alikuot,/aliˈkuot/
alikuot,[a.liˈku.ɔt̪̚]
alim,/ˈalim/
alim,[ˈa.lɪm]
alimentasi,[alimɛnˈtasi]
alinea,[ˈali.nea]
alinyemen,[aliɲəˈmən]
alir,/ˈalir/
alir,[ˈa.lɪr]
aliran,/aˈliran/
aliran,[aˈli.ran]
alis,/ˈalis/
alis,[ˈa.lɪs]
aliterasi,[alitəˈrasi]
aljabar,[alˈd͡ʒabar]
alkali,/alˈka.li/
alkalosis,/alkaˈlosis/
alkalosis,[al.kaˈlo.sɪs]
alkana,/al.ka.na/
alkaptonuria,/alkaptonuˈria/
alkaptonuria,[al.kap̚.t̪o.nuˈri.a]
alkes,[ˈal.kəs]
alkitab,/alˈkitab/
alkitab,[alˈki.t̪ap̚]
alkitabiah,/alkitaˈbiah/
alkitabiah,[al.ki.t̪aˈbi.ah]
alkohol,/alˈkohol/
alkohol,[alˈko.hɔl]
allah,/a(l)lah/
allah,/ɑ(l)lɑh/
allah,/ɑwloh/
allah,[a(l)lah]
allah,[ɑ(ɫ)ɫɑh]
allah,[ɔwɫɔh]
alleluya,[alleˈlu.ja]
almanak,[alˈmanak̚]
almarhum,/alˈmarhʊm/
almarhumah,/almarˈhumah/
almari,/alˈma.ri/
almari,[alˈma.ri]
almasih,[alˈma.sɪh]
alngilin,/alˈŋilɪn/
alo-,[ˈalo]
aloanamnesis,/aloanamˈnesis/
aloanamnesis,[a.lo.a.namˈne.sɪs]
alodna,/a.ˈlɔt.na/
alogotrofia,/aloɡotroˈfia/
alogotrofia,[a.lo.ɡo.t̪roˈfi.a]
aloha,/aˈloha/
aloha,[aˈlo.ha]
aloi,/ˈaloi̯/
alokai,/aˈlokai̯/
alokai,[aˈlo.kai̯]
alokasi,[aloˈkasi]
alokon,/aˈlokon/
alokon,[aˈlo.kɔn]
alon,[ˈalɔn]
along,/ˈaloŋ/
along,[ˈa.lɔŋ]
alopati,/aloˈpati/
alopati,[a.loˈpa.t̪i]
alopesia,/aloˈpesia̯/
alot,/ˈalɔt̚/
aloun,/a.ˈlo.ʊn/
alpa,/al.pa/
alpaka,[alˈpaka]
alpeka,[alpəˈka]
alpiris,/al.ˈpi.rɪs/
alpokat,/ʔal.poˈkat̚/
alpukat,/alˈpu.kat̚/
altar,/ˈaltar/
altar,[ˈal.t̪ar]
alter,/ˈaltər/
alter,[ˈal.t̪ər]
alterasi,[altəˈrasi]
alternasi,[altərˈnasi]
alternatif,[altərˈnatɪf]
altitudo,/altiˈtudo/
altol tubi,/ˈal.tɔl ˈtu.bi/
altruis,[alˈtruɪs]
altruisme,[altruˈɪsmə]
altruistis,[altruˈɪstɪs]
alu,/ˈalu/
alu,[ˈa.lu]
alu-alu,/a.luˈa.lu/
aluakas,/aluˈakas/
aluk todolo,/ˈalʊʔ toˈdolo/
alum,/ˈalum/
alum,[ˈa.lʊm]
aluminium,[alumiˈniʊm]
alumni,[ˈalʊmni]
alumnus,/aˈlumnus/
alumnus,[aˈlum.nʊs]
alumpa,/aˈlumpa/
alumpa,[aˈlum.pa]
alun,/ˈalun/
alun,[ˈa.lʊn]
alur,/ˈalur/
alur,[ˈa.lʊr]
alur cerita,/ˈalʊr t͡ʃəˈrita/
alur klinis,/ˈa.lʊr ˈkli.nɪs/
alusi,/a.ˈlu.si/
alutsista,/alutˈsista/
alutsista,[a.lut̪̚ˈsis.t̪a]
alutta,/ˈalʊtta/
alveola,[al.feˈo.la]
alveola,[al.veˈo.la]
alveolus,[al.feˈo.lʊs]
alveolus,[al.veˈo.lʊs]
alwah,/ˈalwah/
alwah,[ˈal.wah]
am,/ˈam/
amah,/ˈa.mah/
amahatua,/amaˈhatua̯/
amal,[ˈa.mal]
amalaka,[amaˈlaka]
amalgam,[ˈamalɡam]
amali,/a.ˈma.li/
amalo,/ˈamalo/
aman,/a.man/
amanah,/ˈamanah/
amanat,/ˈamanat̚/
amandel,[ˈamandəl]
amane,/ˈamanɛ/
amango,/a.ˈma.ŋo/
amankan,/aˈmankan/
amankan,[aˈman.kan]
amanra,/ˈamanro/
amar,/ˈamar/
amaruwa,/amaˈruwa/
amaruwa,[a.maˈru.wa]
amastia,/amasˈtia/
amastia,[a.masˈt̪i.a]
amat,/ˈamat/
amat,[ˈa.mat̪̚]
amati,/aˈmati/
amati,[aˈma.t̪i]
amatir,[ˈama.t̪ɪr]
amato,/ˈamato/
amau,/aˈmau/
amazia,/amaˈzia/
amazia,[a.maˈzi.a]
ambah,/amˈbah/
ambah,/ˈambah/
ambah,[amˈbah]
ambah,[ˈam.bah]
ambaks,/ˈambaks/
ambang,/ˈambaŋ/
ambang,[ˈam.baŋ]
ambar,/ˈambar/
ambar,[ˈam.bar]
ambara,/amˈbara/
ambara,[amˈba.ra]
ambaro,/amˈbaro/
ambaro,[amˈba.ro]
ambasade,/ambaˈsadə/
ambataron,/ambaˈtarɔn/
ambeien,[amˈbeiən]
ambek,/ˈambək/
ambek,[ˈam.bək̚]
ambekara,/ambeˈkara/
ambekdarma,/ambək̚ˈdarma/
ambekpati,/ambək̚ˈpati/
ambeksura,[ambək̚ˈsura]
amben,/ˈambən/
amben,/ˈambɛn/
amben,[ˈam.bən]
amben,[ˈam.bɛn]
amber,/ˈambər/
amber,/ˈambɛr/
amber,[ˈam.bər]
amber,[ˈam.bɛr]
ambi-,[ˈambi]
ambideksteritas,/ambidɛkstɛˈritas/
ambidekstrus,/ambiˈdɛkstrʊs/
ambiens,/amˈbiɛns/
ambiens,[amˈbi.ɛns]
ambigu,[amˈbiɡu]
ambiguitas,/ambiɡuˈitas/
ambil,/ˈambil/
ambil,[ˈam.bɪl]
ambil alih,/ˌambil ˈalih/
ambil alih,[ˌam.bɪl ˈa.lɪh]
ambil hari,/ˈambɪl ˈhari/
ambin,/ˈambɪn/
ambing,/ˈambiŋ/
ambing,[ˈam.bɪŋ]
ambir,/ˈambɪr/
ambis,/ˈam.bɪs/
ambisi,[amˈbisi]
ambisius,/am.bi.ˈsi.ʊs/
ambivalen,[ambiˈvalɛn]
ambivalensi,[ambivaˈlɛnsi]
amblas,/ˈamblas/
amblas,[ˈam.blas]
ambles,/ˈambləs/
ambles,[ˈam.bləs]
ambliopia,/amblioˈpia/
ambliopia,[am.bli.oˈpi.a]
amblong,/ˈamblɔŋ/
ambo,/ˈambo/
ambo,[ˈam.bo]
ambon,/ˈam.bon/
ambon,[ˈam.bɔn]
ambong,/ˈambɔŋ/
ambruk,/ˈambruk/
ambruk,[ˈam.brʊk̚]
ambrukan,/amˈbrukan/
ambrukan,[amˈbru.kan]
ambu,/ˈambu/
ambu,[ˈam.bu]
ambu handap,/ˈambu ˈhandap̚/
ambu-ambu,/ˈambu ˈambu/
ambuh,/ˈambʊh/
ambulans,[amˈbulans]
ambulasi,/ambuˈlasi/
ambulasi,[am.buˈla.si]
ambulatori,[am.bu.laˈto.ri]
ambulralra,/ambʊlˈralra/
ambung,[ˈam.bʊŋ]
ambung cinu,/ˈambʊŋ ˈt͡ʃinu/
amburat,/amˈburat̚/
ambyang,/ˈambʲaŋ/
ambyar,/ˈambjar/
ambyar,[ˈamp̚.jar]
ambyok,/ˈambjɔk̚/
ambyur,/ˈambʲʊr/
amdal,/ˈamdal/
amdal,[ˈam.dal]
ameba,[ˈameba]
amebiasis,/amebiˈasis/
amebiasis,[a.me.biˈa.sɪs]
amegop,/ˈaməɡop/
amegop,[ˈa.mə.ɡɔp̚]
amelia,/ˈameli(j)a/
ameloblas,/ameˈloblas/
ameloblas,[a.meˈlo.blas]
amelogenin,/ameloˈɡenin/
amelogenin,[a.me.loˈɡe.nɪn]
amendemen,[amandəˈmɛn]
amendemen,[amɛndəˈmɛn]
amenitas,/a.me.ˈni.tas/
amenorea,/amenoˈrea/
amenorea,[a.me.noˈre.a]
amer,/ˈamɛr/
amerika,/ameˈrika/
amerika,[a.meˈri.ka]
amerika serikat,/aməˌrika səˈrikat/
amerika serikat,[a.məˌri.ka səˈri.kat̪̚]
amerta,/amər.ta/
amesureng,/ameˈsurəŋ/
ametis,/ˈamətis/
ametis,[ˈa.mə.t̪ɪs]
ameto,/a.ˈme.to/
ametropia,/amɛtroˈpia/
ametropia,[a.mɛ.t̪roˈpi.a]
amfetamina,[amfetaˈmina]
amfi-,[ˈam.fi]
amfibi,/amˈfibi/
amfibi,[aɱˈfibi]
amfolit,/amˈfolit/
amfolit,[amˈfo.lɪt̪̚]
amigurumi,/amiɡuˈrumi/
amigurumi,[a.mi.ɡuˈru.mi]
amih,/ˈa.mɪh/
amik,/ˈa.mik/
amik,[ˈa.mɪk̚]
amil,/ˈamil/
amil,[ˈa.mɪl]
amilase,/amiˈlasə/
amilase,[a.miˈla.sə]
amilemia,/amileˈmia/
amilemia,[a.mi.leˈmi.a]
amilofagia,/amilofaˈɡia/
amilofagia,[a.mi.lo.faˈɡi.a]
amiloidosis,/amiloiˈdosis/
amiloidosis,[a.mi.lo.iˈdo.sɪs]
amilorid,/amiˈlorid/
amilorid,[a.miˈlo.rɪt̪̚]
amilum,/ˈamilʊm/
amin,/ˈamin/
amin,[ˈa.mɪn]
amini siali,/ˈamini ˈsia̯li/
aminoasiduria,/aminoasiduˈria/
aminoasiduria,[a.mi.no.a.si.duˈri.a]
